feature,importance
Morgan_622,0.000128972661280476
Morgan_431,0.000128756249680928
Morgan_787,0.00012656551120867574
Morgan_1034,0.00012639893919148053
Morgan_61,0.00012622590867993635
Morgan_922,0.00012442754452527235
Morgan_950,0.0001243414255034621
Morgan_289,0.00012403790586207016
Morgan_855,0.0001236696748800961
Morgan_1989,0.00012312577382551682
Morgan_716,0.0001228657843342683
Morgan_251,0.0001218121709962451
Morgan_743,0.00012169808376091873
Morgan_867,0.00012159365409895603
Morgan_1678,0.00012071365205574811
Morgan_1140,0.00012067466762142864
Morgan_718,0.00012057656166311953
Morgan_1695,0.00011913345481260395
Morgan_747,0.00011907999545696
Morgan_456,0.00011855528778695149
Morgan_1953,0.00011838595347364803
Morgan_1384,0.00011740422613294093
Morgan_564,0.0001172429395032416
Morgan_56,0.00011722741898479007
Morgan_1840,0.0001169674050185185
Morgan_1621,0.00011663460294597227
Morgan_1681,0.00011630411423386164
Morgan_383,0.00011610546445881388
Morgan_753,0.00011584634440200495
Morgan_130,0.00011481768960542364
Morgan_573,0.00011473942035500723
Morgan_1260,0.00011463663148802571
Morgan_206,0.0001138394234834464
Morgan_475,0.00011383167799757822
Morgan_1240,0.00011351691139845783
Morgan_1863,0.00011328153685713053
Morgan_233,0.00011227432162764771
Morgan_883,0.00011222156849676958
Morgan_1182,0.00011167565394172972
Morgan_310,0.00011081796656870274
Morgan_52,0.00011078344202573314
Morgan_1787,0.00011018811959683098
Morgan_1800,0.00010929709594273609
Morgan_789,0.00010910799918505109
Morgan_1950,0.00010910283667526709
Morgan_1049,0.00010847139601003573
Morgan_736,0.00010822908805735797
Morgan_99,0.00010814107043513795
Morgan_1324,0.000107419375365005
Morgan_97,0.00010732640026430953
Morgan_1184,0.00010704259474363246
Morgan_131,0.00010687957448025767
Morgan_1671,0.00010646801215425427
Morgan_255,0.00010576284755900006
Morgan_585,0.00010555234399456723
Morgan_1854,0.00010549018137881645
Morgan_218,0.00010545920548459292
Morgan_1264,0.00010530456688458224
Morgan_701,0.00010513414531220963
